"game_date","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","Net","Distance","Angle"
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"8M 41S",5,5,2,3,"Clarkson Golden Knights","Elizabeth Giguere","Shot",165,16,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",35.7526222814495,47.8341110163065
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"7M 17S",5,5,2,3,"St. Lawrence Saints","Justine Reyes","Shot",175,30,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",18.7683243791235,41.7602997038979
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"6M 59S",5,5,2,3,"Clarkson Golden Knights","Taylar Cianfarano","Shot",186,40,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",3.90512483795333,39.8055710922652
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"6M 58S",5,5,2,3,"Clarkson Golden Knights","Josiane Pozzebon","Shot",160,33,"Fan","Missed","t","f",NA,NA,NA,"Missed",30.5163890393343,18.1380821555973
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"6M 36S",5,5,2,3,"St. Lawrence Saints","Lydia Grauer","Shot",133,28,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",57.8467803771308,14.5166999588546
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"6M 29S",5,5,2,3,"St. Lawrence Saints","Rachael Smith","Shot",128,42,"Wristshot","Missed","f","f",NA,NA,NA,"Missed",61.0020491459098,0.469627019689493
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"6M 24S",5,5,2,3,"St. Lawrence Saints","Lydia Grauer","Shot",135,8,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",64.0800280898815,32.5740571345725
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"5M 56S",5,5,2,3,"Clarkson Golden Knights","Loren Gabel","Shot",172,48,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",17.8675683852056,17.9279197620072
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"5M 35S",5,5,2,3,"St. Lawrence Saints","Justine Reyes","Shot",153,56,"Slapshot","Missed","t","t",NA,NA,NA,"Missed",38.4480168539289,20.5560452195835
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"5M 10S",5,5,2,3,"Clarkson Golden Knights","Loren Gabel","Shot",156,8,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",47.7414913885186,46.2730300200567
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"4M 49S",5,5,2,3,"Clarkson Golden Knights","Tia Stoddard","Shot",150,7,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",52.7375577743225,42.3102296768495
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"3M 54S",5,4,2,3,"St. Lawrence Saints","Amanda Butterfield","Shot",152,70,"Fan","Missed","t","t",NA,NA,NA,"Missed",46.100433837438,36.6213274937844
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"3M 39S",5,4,2,3,"St. Lawrence Saints","Justine Reyes","Shot",181,34,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",11.6726175299288,46.7357045889284
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"3M 29S",5,4,2,3,"St. Lawrence Saints","Rachael Smith","Shot",187,58,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",15.6284996080878,82.6476206401076
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"3M 9S",5,4,2,3,"St. Lawrence Saints","Rachael Smith","Shot",183,44,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",6.18465843842649,14.0362434679265
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"3M 7S",5,4,2,3,"St. Lawrence Saints","Kayla Nielsen","Shot",157,48,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",32.4692161901084,9.75242494165376
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"3M 2S",5,4,2,3,"St. Lawrence Saints","Lydia Grauer","Shot",138,69,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",57.4739071231459,27.4567422845999
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"2M 52S",5,4,2,3,"St. Lawrence Saints","Nadine Edney","Shot",185,43,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",4.03112887414927,7.12501634890176
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"2M 51S",5,4,2,3,"St. Lawrence Saints","Maggie McLaughlin","Shot",185,46,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",5.31507290636732,41.1859251657097
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"2M 34S",5,4,2,3,"St. Lawrence Saints","Skylar Podvey","Shot",157,67,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",40.3019850627733,37.438571572333
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"2M 34S",5,4,2,3,"St. Lawrence Saints","Kalie Grant","Shot",179,48,"Deflection","On Net","f","f",NA,NA,NA,"OnNet",11.4127122105133,28.8107937429731
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"2M 32S",5,4,2,3,"St. Lawrence Saints","Natalie Wozney","Goal",183,47,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",7.5,36.869897645844
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"2M 6S",5,5,3,3,"Clarkson Golden Knights","Elizabeth Giguere","Shot",159,18,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",38.7330608137286,39.2373671134016
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"1M 51S",5,5,3,3,"Clarkson Golden Knights","Emma Keenan","Shot",132,6,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",67.6849318534044,32.6335028467852
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"1M 49S",5,5,3,3,"Clarkson Golden Knights","Loren Gabel","Shot",179,59,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",19.2937813815747,58.7815972356536
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"1M 45S",5,5,3,3,"Clarkson Golden Knights","Loren Gabel","Shot",183,45,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",6.5,22.6198649480404
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,"1M 40S",5,5,3,3,"Clarkson Golden Knights","Ella Shelton","Shot",140,17,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",55.2381208949037,27.4928369515397
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,NA,5,5,3,3,"St. Lawrence Saints","Maggie McLaughlin","Shot",159,39,"Snapshot","Missed","f","f",NA,NA,NA,"Missed",30.2034766210779,6.65442504600658
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,NA,5,5,3,3,"Clarkson Golden Knights","Loren Gabel","Shot",153,18,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",43.545952739606,34.2374627768575
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,NA,5,5,3,3,"Clarkson Golden Knights","Josiane Pozzebon","Shot",142,36,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",47.4473392299294,7.8739381317256
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",3,NA,5,5,3,3,"Clarkson Golden Knights","Loren Gabel","Shot",186,49,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",7.15891053163818,65.2248594311681
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",4,"4M 55S",5,5,3,3,"Clarkson Golden Knights","Loren Gabel","Shot",160,73,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",42.0862210230379,46.4441255309358
"2018-10-19","St. Lawrence Saints","Clarkson Golden Knights",4,"4M 28S",5,5,3,3,"St. Lawrence Saints","Nadine Edney","Goal",160,57,"Slapshot","On Net","f","t",NA,NA,NA,"OnNet",32.422985673747,26.565051177078
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"19M 39S",5,5,0,0,"Clarkson Golden Knights","Taylor Turnquist","Shot",147,27,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",44.7688507781917,20.2564621745231
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"19M 25S",5,5,0,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",137,22,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",55.8949908310217,21.5158847094951
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"17M 8S",5,5,0,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",169,59,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",25.9277843249283,39.5226312711711
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"16M 36S",5,5,0,0,"Clarkson Golden Knights","Ella Shelton","Shot",149,77,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",52.8228170396089,40.7777697938573
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"16M 1S",5,4,0,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",155,41,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",34.0330721504833,2.52611691161945
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"15M 41S",5,4,0,0,"Clarkson Golden Knights","Taylar Cianfarano","Shot",169,30,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",23.5849528301415,32.0053832080835
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"14M 35S",5,4,0,0,"Clarkson Golden Knights","Josiane Pozzebon","Shot",132,59,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",59.3401213345574,16.1443387802835
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"14M 12S",5,5,0,0,"Clarkson Golden Knights","Taylor Turnquist","Shot",156,77,"Slapshot","On Net","t","f",NA,NA,NA,"OnNet",47.7414913885186,46.2730300200567
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"13M 30S",5,5,0,0,"St. Lawrence Saints","Natalie Wozney","Shot",168,22,"Wristshot","Missed","f","f",NA,NA,NA,"Missed",29.3470611816584,44.3097228021349
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"12M 5S",5,5,0,0,"St. Lawrence Saints","Maggie McLaughlin","Shot",156,60,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",37.3530453912395,27.9371428265386
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"11M 53S",5,5,0,0,"St. Lawrence Saints","Maggie McLaughlin","Shot",180,46,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",9.65660395791398,21.2505055071332
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"11M 5S",5,5,0,0,"Clarkson Golden Knights","Loren Gabel","Shot",185,64,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",21.868927728629,79.4608162713718
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"10M 50S",5,5,0,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",142,51,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",47.762432936357,10.2511987508175
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"10M 48S",5,5,0,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",155,66,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",41.3309811158651,34.6513159120045
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"9M 14S",5,5,0,0,"Clarkson Golden Knights","Morgan Helgeson","Shot",150,24,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",43.1653796461933,25.3777438613492
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"9M 4S",5,5,0,0,"St. Lawrence Saints","Rachael Smith","Shot",169,40,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",20.1556443707464,7.12501634890176
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"7M 54S",5,5,0,0,"Clarkson Golden Knights","Ella Shelton","Shot",135,14,"Slapshot","On Net","t","f",NA,NA,NA,"OnNet",61.0593973111429,27.8240963842532
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"6M 14S",5,5,0,0,"St. Lawrence Saints","Kayla Nielsen","Shot",182,21,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",22.61083810919,71.9657144328701
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"5M 34S",5,5,0,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",148,58,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",43.8320658878862,20.709037591649
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"5M 5S",5,5,0,0,"Clarkson Golden Knights","Loren Gabel","Shot",185,70,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",27.7893864631805,81.7241071729248
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"4M 7S",5,5,0,0,"St. Lawrence Saints","Kayla Nielsen","Shot",176,13,"Wristshot","Blocked","f","f",NA,NA,NA,"Missed",32.2374006396297,66.2179695767786
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"3M 31S",5,5,0,0,"Clarkson Golden Knights","Tia Stoddard","Shot",165,38,"Snapshot","Missed","t","t",NA,NA,NA,"Missed",24.4182308941496,10.6196552761551
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"3M 17S",5,5,0,0,"Clarkson Golden Knights","Taylor Turnquist","Shot",134,33,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",55.8144246588639,9.79984866886763
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"3M 1S",5,5,0,0,"St. Lawrence Saints","Maggie McLaughlin","Shot",130,26,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",61.2637739614529,15.6242345811868
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,"1M 51S",5,5,0,0,"St. Lawrence Saints","Amanda Butterfield","Shot",143,14,"Slapshot","On Net","t","f",NA,NA,NA,"OnNet",54.1133070510388,31.7809150929834
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,NA,5,4,0,0,"Clarkson Golden Knights","Ella Shelton","Shot",138,52,"Slapshot","Blocked","t","t",NA,NA,NA,"Missed",51.8772589869588,10.5518095061923
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",1,NA,5,4,0,0,"Clarkson Golden Knights","Loren Gabel","Goal",175,27,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",20.8865985742054,47.9108378261678
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"19M 17S",5,5,1,0,"Clarkson Golden Knights","Taylar Cianfarano","Shot",186,49,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",7.15891053163818,65.2248594311681
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"18M 5S",5,5,1,0,"St. Lawrence Saints","Steph Keryluk","Shot",180,33,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",13.0862523283024,46.548157698978
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"17M 53S",5,5,1,0,"St. Lawrence Saints","Steph Keryluk","Shot",183,46,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",6.9462219947249,30.2564371635293
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"17M 1S",5,5,1,0,"Clarkson Golden Knights","Loren Gabel","Shot",160,73,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",42.0862210230379,46.4441255309358
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"15M 0S",5,5,1,0,"Clarkson Golden Knights","Loren Gabel","Shot",178,6,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",38.1215162342738,73.2287761813696
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"13M 46S",5,4,1,0,"Clarkson Golden Knights","Taylor Turnquist","Shot",156,60,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",37.3530453912395,27.9371428265386
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"12M 47S",5,4,1,0,"Clarkson Golden Knights","Loren Gabel","Shot",186,53,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",10.9201648339208,74.0546040990771
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"12M 29S",5,4,1,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",154,16,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",43.9004555785017,37.1309244482095
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"12M 18S",5,5,1,0,"Clarkson Golden Knights","Josiane Pozzebon","Shot",144,47,"Slapshot","Blocked","t","t",NA,NA,NA,"Missed",45.224440295044,5.71059313749963
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"11M 55S",5,5,1,0,"St. Lawrence Saints","Skylar Podvey","Shot",159,65,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",37.5,36.869897645844
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"11M 24S",4,5,1,0,"St. Lawrence Saints","Rachael Smith","Shot",171,16,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",32.0351369592827,55.813877513625
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"10M 42S",4,4,1,0,"Clarkson Golden Knights","Loren Gabel","Shot",160,43,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",29.0043100245464,0.987760399640173
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"10M 31S",4,4,1,0,"St. Lawrence Saints","Justine Reyes","Shot",188,37,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",5.59016994374947,79.695153531234
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"10M 2S",4,4,1,0,"St. Lawrence Saints","Skylar Podvey","Shot",157,79,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",48.541219597369,48.758555685472
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"9M 39S",5,4,1,0,"Clarkson Golden Knights","Josiane Pozzebon","Shot",147,54,"Slapshot","Missed","t","f",NA,NA,NA,"Missed",43.545952739606,15.3128183608063
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"9M 30S",5,4,1,0,"Clarkson Golden Knights","Kristy Pidgeon","Shot",155,23,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",39.195025194532,29.8355391002615
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"9M 18S",5,4,1,0,"Clarkson Golden Knights","Kristy Pidgeon","Shot",175,70,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",30.8585482484189,63.0197692817771
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"9M 9S",5,4,1,0,"Clarkson Golden Knights","Cassidy Vinkle","Shot",160,19,"Slapshot","Missed","f","f",NA,NA,NA,"Missed",37.3262642116781,39.0194004752366
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"8M 45S",5,5,1,0,"Clarkson Golden Knights","Cassidy Vinkle","Shot",184,39,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",6.10327780786685,34.9920201985587
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"8M 29S",5,5,1,0,"Clarkson Golden Knights","Ella Shelton","Shot",145,72,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",52.9740502510427,33.8400561349672
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"7M 55S",5,5,1,0,"St. Lawrence Saints","Rachael Smith","Shot",175,49,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",15.4353490404331,24.9047688080952
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"7M 26S",5,5,1,0,"Clarkson Golden Knights","Kristy Pidgeon","Shot",158,55,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",33.4252898267165,21.9605640200965
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"7M 23S",5,5,1,0,"Clarkson Golden Knights","Loren Gabel","Shot",165,60,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",29.7026934805583,36.098283967108
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"6M 40S",5,5,1,0,"Clarkson Golden Knights","Michala Pejzlova","Shot",161,63,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",34.7023053989213,36.2094568171861
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"6M 33S",5,5,1,0,"Clarkson Golden Knights","Ella Shelton","Shot",131,45,"Snapshot","Blocked","t","t",NA,NA,NA,"Missed",58.0538543078752,2.46811791382848
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"5M 56S",5,5,1,0,"Clarkson Golden Knights","Ella Shelton","Shot",159,66,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",38.1083980245825,38.0727818739908
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"5M 29S",5,5,1,0,"Clarkson Golden Knights","Ella Shelton","Shot",130,65,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",63.1446751515914,20.87464682645
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"5M 26S",5,5,1,0,"Clarkson Golden Knights","Morgan Helgeson","Goal",182,42,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",7.0178344238091,4.0856167799748
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"4M 54S",5,5,2,0,"Clarkson Golden Knights","Avery Mitchell","Shot",150,17,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",46.5966737010272,33.1785116593927
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"4M 30S",5,5,2,0,"St. Lawrence Saints","Lydia Grauer","Shot",127,5,"Snapshot","Missed","t","t",NA,NA,NA,"Missed",72.4586088743084,31.1671726461023
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"4M 8S",5,5,2,0,"St. Lawrence Saints","Rachael Smith","Shot",185,47,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",6.02079728939615,48.3664606634298
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"3M 18S",5,5,2,0,"Clarkson Golden Knights","Taylor Turnquist","Shot",176,69,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",29.5169442862909,63.8689994550614
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"3M 11S",5,5,2,0,"Clarkson Golden Knights","Emma Keenan","Shot",136,76,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",62.6996810199223,32.2959763859432
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,"1M 10S",5,5,2,0,"St. Lawrence Saints","Justine Reyes","Shot",170,25,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",25.831182706179,42.6467031338917
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,NA,5,5,2,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",184,39,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",6.10327780786685,34.9920201985587
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,NA,5,5,2,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",151,57,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",40.6724722631905,20.885801460693
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,NA,5,5,2,0,"Clarkson Golden Knights","Michala Pejzlova","Shot",183,37,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",8.13941029804985,42.5104470780008
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",2,NA,5,5,2,0,"Clarkson Golden Knights","Loren Gabel","Shot",173,7,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",38.9390549448751,65.7387091475222
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"19M 54S",5,5,2,0,"Clarkson Golden Knights","Loren Gabel","Shot",158,73,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",43.4885042281291,44.534190917235
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"19M 51S",5,5,2,0,"Clarkson Golden Knights","Loren Gabel","Shot",155,67,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",41.9076365356005,35.7760777178947
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"19M 21S",5,5,2,0,"St. Lawrence Saints","Nadine Edney","Shot",175,17,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",29.0903764155777,61.2323506611562
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"18M 52S",5,5,2,0,"Clarkson Golden Knights","Taylar Cianfarano","Shot",128,5,"Slapshot","Missed","f","f",NA,NA,NA,"Missed",71.604818273633,31.5812919189313
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"18M 40S",5,5,2,0,"Clarkson Golden Knights","Avery Mitchell","Shot",174,12,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",33.9889687987147,63.8118893025191
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"18M 34S",5,5,2,0,"Clarkson Golden Knights","Tia Stoddard","Shot",161,73,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",41.4035022673203,47.4470486423236
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"17M 39S",5,5,2,0,"Clarkson Golden Knights","Emma Keenan","Shot",129,15,"Snapshot","Missed","t","t",NA,NA,NA,"Missed",66.0018939122204,24.6235647861636
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"17M 18S",5,5,2,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",180,51,"Fan","On Net","f","f",NA,NA,NA,"OnNet",12.3794184031399,43.3634229583833
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"16M 53S",5,5,2,0,"Clarkson Golden Knights","Michala Pejzlova","Shot",178,30,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",16.6508258053467,48.6522227803063
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"16M 48S",5,5,2,0,"Clarkson Golden Knights","Elizabeth Giguere","Shot",176,34,"Snapshot","Missed","f","t",NA,NA,NA,"Missed",15.5322245670091,33.1785116593927
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"16M 5S",5,5,2,0,"Clarkson Golden Knights","Avery Mitchell","Shot",147,34,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",42.8514877221317,11.4410438687674
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"14M 40S",5,5,2,0,"Clarkson Golden Knights","Kristy Pidgeon","Shot",180,70,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",28.9352725924606,71.8781397520986
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"14M 8S",5,5,2,0,"St. Lawrence Saints","Skylar Podvey","Shot",131,21,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",61.8566892098179,20.3392221126522
"2018-10-20","Clarkson Golden Knights","St. Lawrence Saints",3,"11M 40S",5,5,2,0,"Clarkson Golden Knights","Tia Stoddard","Shot",149,50,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",40.6970514902493,10.6196552761551
